"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidad adicionar ingresos App gastos de compras","Adicionar ingreso tipo sueldo","FAILURE","2020-05-27T13:26:21.7088546-05:00[America/Bogota]","0.0","3.21"
